Country or Area,City,Year,Record Type,Value
Malaysia,Kuantan,1991,Census - de facto - complete tabulation,199484
Malaysia,Kuantan,2000,Census - de jure - complete tabulation,266859
Malaysia,Kuantan,2010,Census - de jure - complete tabulation,354394
Malaysia,Kuching,1991,Census - de facto - complete tabulation,148059
Malaysia,Kuching,2000,Census - de jure - complete tabulation,494109
Malaysia,Kuching,2010,Census - de jure - complete tabulation,134317
Malaysia,Kulai,2010,Census - de jure - complete tabulation,20986
Malaysia,Kulim,2010,Census - de jure - complete tabulation,30574
Malaysia,Lahad Datu,2010,Census - de jure - complete tabulation,27887
Malaysia,MB Ipoh,1991,Census - de facto - complete tabulation,382853
Malaysia,MB Ipoh,2000,Census - de jure - complete tabulation,529906
Malaysia,MB Ipoh,2010,Census - de jure - complete tabulation,452007
Malaysia,MB Johor Bahru,1991,Census - de facto - complete tabulation,328436
Malaysia,MB Johor Bahru,2000,Census - de jure - complete tabulation,390970
Malaysia,MB Johor Bahru,2010,Census - de jure - complete tabulation,424648
Malaysia,Melaka,2010,Census - de jure - complete tabulation,63854
Malaysia,Miri,2010,Census - de jure - complete tabulation,130408
Malaysia,MP Kota Bharu,1991,Census - de facto - complete tabulation,219582
Malaysia,MP Kota Bharu,2000,Census - de jure - complete tabulation,221690
Malaysia,MP Kota Bharu,2010,Census - de jure - complete tabulation,268340
Malaysia,Pasir Gudang,2010,Census - de jure - complete tabulation,46571
Malaysia,Petaling Jaya,1991,Census - de facto - complete tabulation,254350
Malaysia,Petaling Jaya,2000,Census - de jure - complete tabulation,192054
Malaysia,Petaling Jaya,2010,Census - de jure - complete tabulation,197949
Malaysia,Sandakan,1991,Census - de facto - complete tabulation,125841
Malaysia,Sandakan,2000,Census - de jure - complete tabulation,163600
Malaysia,Sandakan,2010,Census - de jure - complete tabulation,157330
Malaysia,Sekudai,2010,Census - de jure - complete tabulation,6947
Malaysia,Seleyang Baru,1991,Census - de facto - complete tabulation,124228
Malaysia,Seleyang Baru,2000,Census - de jure - complete tabulation,153135
Malaysia,Seleyang Baru,2010,Census - de jure - complete tabulation,150733
Malaysia,Seremban,1991,Census - de facto - complete tabulation,182869
Malaysia,Seremban,2000,Census - de jure - complete tabulation,238083
Malaysia,Seremban,2010,Census - de jure - complete tabulation,314502
Malaysia,Shah Alam,1991,Census - de facto - complete tabulation,102019
Malaysia,Shah Alam,2000,Census - de jure - complete tabulation,143066
Malaysia,Shah Alam,2010,Census - de jure - complete tabulation,174370
Malaysia,Sibu,1991,Census - de facto - complete tabulation,126381
Malaysia,Sibu,2000,Census - de jure - complete tabulation,152681
Malaysia,Sibu,2010,Census - de jure - complete tabulation,162676
Malaysia,Subang Jaya,2010,Census - de jure - complete tabulation,317741
Malaysia,Sungai Ara,2010,Census - de jure - complete tabulation,483
Malaysia,Sungai Petani,1991,Census - de facto - complete tabulation,114763
Malaysia,Sungai Petani,2000,Census - de jure - complete tabulation,156805
Malaysia,Sungai Petani,2010,Census - de jure - complete tabulation,171676
Malaysia,Taiping,1991,Census - de facto - complete tabulation,183261
Malaysia,Taiping,2000,Census - de jure - complete tabulation,170552
Malaysia,Taiping,2010,Census - de jure - complete tabulation,245182
Malaysia,Tawau,2010,Census - de jure - complete tabulation,113809
Maldives,MALÉ,2000,Census - de facto - complete tabulation,74069
Maldives,MALÉ,2006,Census - de facto - complete tabulation,103693
Maldives,MALÉ,2011,Estimate - de facto,112771
Maldives,MALÉ,2012,Estimate - de facto,116618
Malta,VALLETTA,2003,Estimate - de jure,7137
Malta,VALLETTA,2004,Estimate - de jure,7111
Malta,VALLETTA,2005,Census - de jure - complete tabulation,6300
Malta,VALLETTA,2005,Estimate - de jure,7086
Malta,VALLETTA,2006,Estimate - de jure,6306
Malta,VALLETTA,2007,Estimate - de jure,6318
Malta,VALLETTA,2008,Estimate - de jure,6315
Malta,VALLETTA,2009,Estimate - de jure,6287
Malta,VALLETTA,2010,Estimate - de jure,6280
Malta,VALLETTA,2011,Census - de facto - complete tabulation,5748
Malta,VALLETTA,2011,Estimate - de jure,5770
Malta,VALLETTA,2013,Estimate - de jure,5721
Marshall Islands,MAJURO,1999,Census - de facto - complete tabulation,23676
Marshall Islands,MAJURO,2011,Census - de facto - complete tabulation,27797
Martinique,FORT-DE-FRANCE,1999,Census - de jure - complete tabulation,94152
Martinique,FORT-DE-FRANCE,2006,Census - de jure - complete tabulation,90347
Mauritania,NOUAKCHOTT,2000,Census - de facto - complete tabulation,558195
Mauritius,Beau Bassin - Rose Hill,2000,Census - de jure - complete tabulation,103872
Mauritius,Beau Bassin - Rose Hill,2003,Estimate - de jure,106978
Mauritius,Beau Bassin - Rose Hill,2005,Estimate - de jure,108339
Mauritius,Beau Bassin - Rose Hill,2006,Estimate - de jure,108921
Mauritius,Beau Bassin - Rose Hill,2007,Estimate - de jure,109411
Mauritius,Beau Bassin - Rose Hill,2008,Estimate - de jure,109949
Mauritius,Beau Bassin - Rose Hill,2009,Estimate - de jure,110337
Mauritius,Beau Bassin - Rose Hill,2010,Estimate - de jure,110687
Mauritius,Beau Bassin - Rose Hill,2011,Census - de jure - complete tabulation,103098
Mauritius,Beau Bassin - Rose Hill,2011,Estimate - de jure,111061
Mauritius,Beau Bassin - Rose Hill,2012,Estimate - de jure,105269
Mauritius,PORT LOUIS,2000,Census - de jure - complete tabulation,127855
Mauritius,PORT LOUIS,2003,Estimate - de jure,147688
Mauritius,PORT LOUIS,2005,Estimate - de jure,148565
Mauritius,PORT LOUIS,2006,Estimate - de jure,148872
Mauritius,PORT LOUIS,2007,Estimate - de jure,148877
Mauritius,PORT LOUIS,2008,Estimate - de jure,149054
Mauritius,PORT LOUIS,2009,Estimate - de jure,148928
Mauritius,PORT LOUIS,2010,Estimate - de jure,148638
Mauritius,PORT LOUIS,2011,Census - de jure - complete tabulation,118431
Mauritius,PORT LOUIS,2011,Estimate - de jure,148380
Mauritius,PORT LOUIS,2012,Estimate - de jure,140430
Mauritius,Vacoas - Phoenix,2003,Estimate - de jure,103564
Mauritius,Vacoas - Phoenix,2005,Estimate - de jure,105196
Mauritius,Vacoas - Phoenix,2006,Estimate - de jure,106011
Mauritius,Vacoas - Phoenix,2007,Estimate - de jure,106574
Mauritius,Vacoas - Phoenix,2008,Estimate - de jure,107175
Mauritius,Vacoas - Phoenix,2009,Estimate - de jure,107678
Mauritius,Vacoas - Phoenix,2010,Estimate - de jure,108186
Mauritius,Vacoas - Phoenix,2011,Census - de jure - complete tabulation,104271
Mauritius,Vacoas - Phoenix,2011,Estimate - de jure,108613
Mauritius,Vacoas - Phoenix,2012,Estimate - de jure,106472
Mexico,Acapulco (de Juárez),2005,Census - de jure - complete tabulation,616394
Mexico,Acapulco (de Juárez),2007,Sample survey - de jure,616394
Mexico,Acapulco (de Juárez),2010,Census - de facto - complete tabulation,673479
Mexico,Acayucan,2010,Census - de facto - complete tabulation,83817
Mexico,Aguascalientes,2005,Census - de jure - complete tabulation,663671
Mexico,Aguascalientes,2007,Sample survey - de jure,663671
Mexico,Aguascalientes,2010,Census - de facto - complete tabulation,722250
Mexico,Apizaco,2010,Census - de facto - complete tabulation,76492
Mexico,Campeche,2005,Census - de jure - complete tabulation,211671
Mexico,Campeche,2007,Sample survey - de jure,211671
Mexico,Cancun,2005,Census - de jure - complete tabulation,526701
Mexico,Cancun,2007,Sample survey - de jure,526701
Mexico,Cancun,2010,Census - de facto - complete tabulation,628306
Mexico,Celaya,2005,Census - de jure - complete tabulation,310413
Mexico,Celaya,2007,Sample survey - de jure,310413
Mexico,Chalco de Diaz Covarrubias,2005,Census - de jure - complete tabulation,1
Mexico,Chalco de Diaz Covarrubias,2010,Census - de facto - complete tabulation,168720
Mexico,Chicoloapán de Juárez,2010,Census - de facto - complete tabulation,172919
Mexico,Chihuahua,2005,Census - de jure - complete tabulation,748518
Mexico,Chihuahua,2007,Sample survey - de jure,748518
Mexico,Chihuahua,2010,Census - de facto - complete tabulation,809232
Mexico,Chimalhuacan,2005,Census - de jure - complete tabulation,1
Mexico,Chimalhuacan,2010,Census - de facto - complete tabulation,612383
Mexico,Ciudad Apodaca,2005,Census - de jure - complete tabulation,1
Mexico,Ciudad Apodaca,2010,Census - de facto - complete tabulation,467157
Mexico,Ciudad de Villa de Alvárez,2010,Census - de facto - complete tabulation,117600
Mexico,Ciudad Del Carmen,2005,Census - de jure - complete tabulation,8720916
Mexico,Ciudad Del Carmen,2007,Sample survey - de jure,154197
Mexico,Ciudad General Escobedo,2005,Census - de jure - complete tabulation,1
Mexico,Ciudad General Escobedo,2010,Census - de facto - complete tabulation,352444
Mexico,Ciudad Juárez,2010,Census - de facto - complete tabulation,151893
Mexico,Ciudad López Mateos,2005,Census - de jure - complete tabulation,1
Mexico,Ciudad López Mateos,2010,Census - de facto - complete tabulation,489160
Mexico,Ciudad Madero,2005,Census - de jure - complete tabulation,1
Mexico,Ciudad Madero,2010,Census - de facto - complete tabulation,197216
Mexico,Ciudad Santa Catarina,2005,Census - de jure - complete tabulation,1
Mexico,Ciudad Santa Catarina,2010,Census - de facto - complete tabulation,268347
Mexico,Ciudad Victoria,2005,Census - de jure - complete tabulation,154197
Mexico,Ciudad Victoria,2007,Sample survey - de jure,278455
Mexico,Coatzacoalcos,2005,Census - de jure - complete tabulation,1301452
Mexico,Coatzacoalcos,2007,Sample survey - de jure,234174
Mexico,Coatzacoalcos,2010,Census - de facto - complete tabulation,235983
Mexico,Colimas,2005,Census - de jure - complete tabulation,278455
Mexico,Colimas,2007,Sample survey - de jure,123597
Mexico,Colimas,2010,Census - de facto - complete tabulation,137383
Mexico,Córdoba,2010,Census - de facto - complete tabulation,140896
Mexico,Cuautitlan Izcalli,2005,Census - de jure - complete tabulation,1
Mexico,Cuautitlan Izcalli,2010,Census - de facto - complete tabulation,484573
Mexico,Cuautla,2010,Census - de facto - complete tabulation,154358
Mexico,Cuernavaca,2005,Census - de jure - complete tabulation,234174
Mexico,Cuernavaca,2007,Sample survey - de jure,332197
Mexico,Cuernavaca,2010,Census - de facto - complete tabulation,338650
Mexico,Culiacán Rosales,2005,Census - de jure - complete tabulation,123597
Mexico,Culiacán Rosales,2007,Sample survey - de jure,605304
Mexico,Durango (Victoria de Durango),2005,Census - de jure - complete tabulation,332197
Mexico,Durango (Victoria de Durango),2007,Sample survey - de jure,463830
Mexico,Ecatepec (de Morelos),2005,Census - de jure - complete tabulation,1
Mexico,Ecatepec (de Morelos),2010,Census - de facto - complete tabulation,1655015
Mexico,Gómez Palacio,2005,Census - de jure - complete tabulation,1
Mexico,Gómez Palacio,2010,Census - de facto - complete tabulation,257352
Mexico,Guadalajara,2005,Census - de jure - complete tabulation,605304
Mexico,Guadalajara,2007,Sample survey - de jure,1600894
Mexico,Guadalajara,2010,Census - de facto - complete tabulation,1495182
Mexico,"Guadalupe, Nuevo León",2005,Census - de jure - complete tabulation,1
Mexico,"Guadalupe, Nuevo León",2010,Census - de facto - complete tabulation,673616
Mexico,"Guadalupe, Zacatecas",2010,Census - de facto - complete tabulation,124623
Mexico,Hermosillo,2005,Census - de jure - complete tabulation,463830
Mexico,Hermosillo,2007,Sample survey - de jure,641791
Mexico,Heroica Guaymas,2010,Census - de facto - complete tabulation,113082
Mexico,Heroica Nogales,2010,Census - de facto - complete tabulation,212533
Mexico,Irapuato,2005,Census - de jure - complete tabulation,1600894
Mexico,Irapuato,2007,Sample survey - de jure,342561
Mexico,Ixtapaluca,2005,Census - de jure - complete tabulation,1
Mexico,Ixtapaluca,2010,Census - de facto - complete tabulation,322271
Mexico,Jiutepec,2005,Census - de jure - complete tabulation,1
Mexico,Jiutepec,2010,Census - de facto - complete tabulation,162427
Mexico,Juárez,2005,Census - de jure - complete tabulation,641791
Mexico,Juárez,2007,Sample survey - de jure,1301452
Mexico,Juárez,2010,Census - de facto - complete tabulation,1321004
Mexico,"La Paz, Distrito Federal",2005,Census - de jure - complete tabulation,342561
Mexico,"La Paz, Distrito Federal",2007,Sample survey - de jure,189176
Mexico,"La Paz, Distrito Federal",2010,Census - de facto - complete tabulation,253845
Mexico,La Piedad,2010,Census - de facto - complete tabulation,99576
Mexico,León (de los Aldama),2005,Census - de jure - complete tabulation,189176
Mexico,León (de los Aldama),2007,Sample survey - de jure,1137465
Mexico,León (de los Aldama),2010,Census - de facto - complete tabulation,1238962
Mexico,Manzanillo,2005,Census - de jure - complete tabulation,1137465
Mexico,Manzanillo,2007,Sample survey - de jure,110728
Mexico,Matamoros,2005,Census - de jure - complete tabulation,110728
Mexico,Matamoros,2007,Sample survey - de jure,422711
Mexico,Matamoros,2010,Census - de facto - complete tabulation,449815
Mexico,Mérida,2005,Census - de jure - complete tabulation,422711
Mexico,Mérida,2007,Sample survey - de jure,734153
Mexico,Mérida,2010,Census - de facto - complete tabulation,777615
Mexico,Mexicali,2005,Census - de jure - complete tabulation,734153
Mexico,Mexicali,2007,Sample survey - de jure,653046
Mexico,Mexicali,2010,Census - de facto - complete tabulation,689775
Mexico,"MEXICO, CIUDAD DE",2005,Census - de jure - complete tabulation,653046
Mexico,"MEXICO, CIUDAD DE",2007,Sample survey - de jure,8261679
Mexico,"MEXICO, CIUDAD DE",2010,Census - de facto - complete tabulation,8851080
Mexico,Minatitlán,2010,Census - de facto - complete tabulation,157840
Mexico,Monclova,2005,Census - de jure - complete tabulation,198819
Mexico,Monclova,2007,Sample survey - de jure,198819
Mexico,Monclova,2010,Census - de facto - complete tabulation,215271
Mexico,Monterrey,2005,Census - de jure - complete tabulation,1133070
Mexico,Monterrey,2007,Sample survey - de jure,1133070
Mexico,Monterrey,2010,Census - de facto - complete tabulation,1135512
Mexico,Morelia,2005,Census - de jure - complete tabulation,608049
Mexico,Morelia,2007,Sample survey - de jure,608049
Mexico,Morelia,2010,Census - de facto - complete tabulation,597511
Mexico,Naucalpan de Juárez,2005,Census - de jure - complete tabulation,1
Mexico,Naucalpan de Juárez,2010,Census - de facto - complete tabulation,792211
Mexico,Navojoa,2010,Census - de facto - complete tabulation,157729
Mexico,Netzahualcóyotl,2005,Census - de jure - complete tabulation,1
Mexico,Netzahualcóyotl,2010,Census - de facto - complete tabulation,1104585
Mexico,Nuevo Laredo,2005,Census - de jure - complete tabulation,348387
Mexico,Nuevo Laredo,2007,Sample survey - de jure,348387
Mexico,Nuevo Laredo,2010,Census - de facto - complete tabulation,373725
Mexico,Oaxaca de Juárez,2005,Census - de jure - complete tabulation,258008
Mexico,Oaxaca de Juárez,2007,Sample survey - de jure,258008
Mexico,Oaxaca de Juárez,2010,Census - de facto - complete tabulation,255029
Mexico,Ocotlán,2010,Census - de facto - complete tabulation,92967
Mexico,Orizaba,2005,Census - de jure - complete tabulation,117273
Mexico,Orizaba,2007,Sample survey - de jure,117273
Mexico,Orizaba,2010,Census - de facto - complete tabulation,120844
Mexico,Pachuca (de Soto),2005,Census - de jure - complete tabulation,267751
Mexico,Pachuca (de Soto),2007,Sample survey - de jure,267751
Mexico,Pachuca (de Soto),2010,Census - de facto - complete tabulation,256584
Mexico,Piedras Negras,2010,Census - de facto - complete tabulation,150178
Mexico,Playa del Carmen,2010,Census - de facto - complete tabulation,149923
Mexico,Poza Rica de Hidalgo,2010,Census - de facto - complete tabulation,185242
Mexico,Puebla de Zaragoza,2005,Census - de jure - complete tabulation,1399519
Mexico,Puebla de Zaragoza,2007,Sample survey - de jure,1399519
Mexico,Puebla de Zaragoza,2010,Census - de facto - complete tabulation,1434062
Mexico,Puerto Vallarta,2010,Census - de facto - complete tabulation,203342
Mexico,Querétaro,2005,Census - de jure - complete tabulation,596450
Mexico,Querétaro,2007,Sample survey - de jure,596450
Mexico,Querétaro,2010,Census - de facto - complete tabulation,626495
Mexico,Reynosa,2005,Census - de jure - complete tabulation,507998
Mexico,Reynosa,2007,Sample survey - de jure,507998
Mexico,Reynosa,2010,Census - de facto - complete tabulation,589466
Mexico,Salamanca,2005,Census - de jure - complete tabulation,143838
Mexico,Salamanca,2007,Sample survey - de jure,143838
Mexico,Saltillo,2005,Census - de jure - complete tabulation,633667
Mexico,Saltillo,2007,Sample survey - de jure,633667
Mexico,Saltillo,2010,Census - de facto - complete tabulation,709671
Mexico,San Cristobal de las Casas,2010,Census - de facto - complete tabulation,185917
Mexico,San Francisco Coacalco,2005,Census - de jure - complete tabulation,1
Mexico,San Francisco Coacalco,2010,Census - de facto - complete tabulation,277959
Mexico,San Francisco del Rincón,2010,Census - de facto - complete tabulation,113570
Mexico,San Luis Potosí,2005,Census - de jure - complete tabulation,685934
Mexico,San Luis Potosí,2007,Sample survey - de jure,685934
Mexico,San Luis Potosí,2010,Census - de facto - complete tabulation,722772
Mexico,San Martín Texmelucan,2010,Census - de facto - complete tabulation,141112
Mexico,San Nicolas de los Garza,2005,Census - de jure - complete tabulation,1
Mexico,San Nicolas de los Garza,2010,Census - de facto - complete tabulation,443273
Mexico,San Pedro Garza Garcia,2005,Census - de jure - complete tabulation,1
Mexico,San Pedro Garza Garcia,2010,Census - de facto - complete tabulation,122627
Mexico,Soledad de Graciano Sanchez,2005,Census - de jure - complete tabulation,1
Mexico,Soledad de Graciano Sanchez,2010,Census - de facto - complete tabulation,255015
Mexico,Tampico,2005,Census - de jure - complete tabulation,303635
Mexico,Tampico,2007,Sample survey - de jure,303635
Mexico,Tampico,2010,Census - de facto - complete tabulation,297284
Mexico,Tecomán,2010,Census - de facto - complete tabulation,112726
Mexico,Tehuacán,2010,Census - de facto - complete tabulation,248716
Mexico,Tepic,2005,Census - de jure - complete tabulation,295204
Mexico,Tepic,2007,Sample survey - de jure,295204
Mexico,Tepic,2010,Census - de facto - complete tabulation,332863
Mexico,Tijuana,2005,Census - de jure - complete tabulation,1286187
Mexico,Tijuana,2007,Sample survey - de jure,1286187
Mexico,Tijuana,2010,Census - de facto - complete tabulation,1300983
Mexico,Tlalnepantla,2005,Census - de jure - complete tabulation,1
Mexico,Tlalnepantla,2010,Census - de facto - complete tabulation,653410
Mexico,Tlaquepaque,2005,Census - de jure - complete tabulation,1
Mexico,Tlaquepaque,2010,Census - de facto - complete tabulation,575942
Mexico,Tlaxcala,2005,Census - de jure - complete tabulation,15777
Mexico,Tlaxcala,2010,Census - de facto - complete tabulation,89795
Mexico,Toluca (de Lerdo),2005,Census - de jure - complete tabulation,467712
Mexico,Toluca (de Lerdo),2007,Sample survey - de jure,467712
Mexico,Toluca (de Lerdo),2010,Census - de facto - complete tabulation,489333
Mexico,Tonala,2005,Census - de jure - complete tabulation,1
Mexico,Tonala,2010,Census - de facto - complete tabulation,408759
Mexico,Torreón,2005,Census - de jure - complete tabulation,548723
Mexico,Torreón,2007,Sample survey - de jure,548723
Mexico,Torreón,2010,Census - de facto - complete tabulation,608836
Mexico,"Tula, Tula de Allende",2010,Census - de facto - complete tabulation,103919
Mexico,"Tulancingo, Tulancingo de Bravo",2010,Census - de facto - complete tabulation,151584
Mexico,Tuxpan,2005,Census - de jure - complete tabulation,78523
Mexico,Tuxtla Gutiérrez,2005,Census - de jure - complete tabulation,490455
Mexico,Tuxtla Gutiérrez,2007,Sample survey - de jure,490455
Mexico,Tuxtla Gutiérrez,2010,Census - de facto - complete tabulation,537102
Mexico,Veracruz,2005,Census - de jure - complete tabulation,444438
Mexico,Veracruz,2007,Sample survey - de jure,444438
Mexico,Veracruz,2010,Census - de facto - complete tabulation,428323
Mexico,Villa Nicolas Romero,2005,Census - de jure - complete tabulation,1
Mexico,Villa Nicolas Romero,2010,Census - de facto - complete tabulation,281799
Mexico,Villahermosa,2005,Census - de jure - complete tabulation,335778
Mexico,Villahermosa,2007,Sample survey - de jure,335778
Mexico,Villahermosa,2010,Census - de facto - complete tabulation,353577
Mexico,Xalapa-Enriquez,2010,Census - de facto - complete tabulation,424755
Mexico,Xico,2005,Census - de jure - complete tabulation,1
Mexico,Xico,2010,Census - de facto - complete tabulation,356352
Mexico,Zacatecas,2005,Census - de jure - complete tabulation,122889
Mexico,Zacatecas,2007,Sample survey - de jure,122889
Mexico,Zacatecas,2010,Census - de facto - complete tabulation,129011
Mexico,Zamora de Hidalgo,2010,Census - de facto - complete tabulation,141627
Mexico,Zapopan,2005,Census - de jure - complete tabulation,1
Mexico,Zapopan,2010,Census - de facto - complete tabulation,1142483
Micronesia (Federated States of),PALIKIR,2000,Census - de jure - complete tabulation,6227
Monaco,MONACO,1999,Estimate - de jure,33268
Mongolia,Hovsgol,2000,Census - de facto - complete tabulation,119063
Mongolia,Hovsgol,2010,Census - de jure - complete tabulation,114331
Mongolia,Hovsgol,2013,Estimate - de facto,118162.5
Mongolia,Ovorhangay,2000,Census - de facto - complete tabulation,111420
Mongolia,Ovorhangay,2010,Census - de jure - complete tabulation,100444
Mongolia,Ovorhangay,2013,Estimate - de facto,101884.5
Mongolia,ULAANBAATAR,2003,Estimate - de facto,893437
Mongolia,ULAANBAATAR,2004,Estimate - de facto,910984.24
Mongolia,ULAANBAATAR,2005,Estimate - de facto,946906.73
Mongolia,ULAANBAATAR,2006,Estimate - de facto,979780
Mongolia,ULAANBAATAR,2007,Estimate - de facto,1012733
Mongolia,ULAANBAATAR,2008,Estimate - de facto,1041307
Mongolia,ULAANBAATAR,2009,Estimate - de facto,1087096
Mongolia,ULAANBAATAR,2010,Estimate - de facto,1131902.5
Mongolia,ULAANBAATAR,2013,Estimate - de facto,1345086
Montenegro,PODGORICA,2003,Census - de jure - complete tabulation,140262
Montenegro,PODGORICA,2009,Estimate - de jure,180810
Montenegro,PODGORICA,2011,Census - de jure - complete tabulation,185937
Montserrat,PLYMOUTH,1980,Census - de facto - complete tabulation,1478
Mozambique,Beira,1997,Census - de facto - complete tabulation,397368
Mozambique,Chimoio,1997,Census - de facto - complete tabulation,171056
Mozambique,MAPUTO,1997,Census - de facto - complete tabulation,966837
Mozambique,Matola,1997,Census - de facto - complete tabulation,424662
Mozambique,Mocuba,1997,Census - de facto - complete tabulation,124650
Mozambique,Nacala,1997,Census - de facto - complete tabulation,158248
Mozambique,Nampula,1997,Census - de facto - complete tabulation,303346
Mozambique,Quelimane,1997,Census - de facto - complete tabulation,150116
Mozambique,Tete,1997,Census - de facto - complete tabulation,101984
Myanmar,Bago,1983,Census - de facto - complete tabulation,150528
Myanmar,Bago,2014,Census - de facto - complete tabulation,491130
Myanmar,Dawei,2014,Census - de facto - complete tabulation,125239
Myanmar,Ha Ka,2014,Census - de facto - complete tabulation,48266
Myanmar,Hpa-an,2014,Census - de facto - complete tabulation,421415
Myanmar,Loikaw,2014,Census - de facto - complete tabulation,128837
Myanmar,Magway,2014,Census - de facto - complete tabulation,288883
Myanmar,Mandalay,1983,Census - de facto - complete tabulation,532949
Myanmar,Mandalay,2014,Census - de facto - complete tabulation,1225133
Myanmar,Mawlamyine,1983,Census - de facto - complete tabulation,219961
Myanmar,Mawlamyine,2014,Census - de facto - complete tabulation,288120
Myanmar,Monywa,1983,Census - de facto - complete tabulation,106843
Myanmar,Monywa,2014,Census - de facto - complete tabulation,371963
Myanmar,Myitkyina,2014,Census - de facto - complete tabulation,305347
Myanmar,Pathein,1983,Census - de facto - complete tabulation,144096
Myanmar,Pathein,2014,Census - de facto - complete tabulation,286684
Myanmar,Sittway,1983,Census - de facto - complete tabulation,107621
Myanmar,Sittway,2014,Census - de facto - complete tabulation,149348
Myanmar,Taunggyi,1983,Census - de facto - complete tabulation,108231
Myanmar,Taunggyi,2014,Census - de facto - complete tabulation,380665
Myanmar,Yangon,1983,Census - de facto - complete tabulation,2513023
Myanmar,Yangon,2014,Census - de facto - complete tabulation,5209541
Nauru,YAREN,1992,Census - de facto - complete tabulation,672
Nepal,Bharatpur,2011,Census - de jure - complete tabulation,147777
Nepal,Bhimdutta,2011,Census - de jure - complete tabulation,106666
Nepal,Biratnagar,2001,Census - de jure - complete tabulation,166674
Nepal,Biratnagar,2011,Census - de jure - complete tabulation,204949
Nepal,Birgunj,2001,Census - de jure - complete tabulation,112484
Nepal,Birgunj,2011,Census - de jure - complete tabulation,139068
Nepal,Butwal,2011,Census - de jure - complete tabulation,120982
Nepal,Dhangadhi,2011,Census - de jure - complete tabulation,104047
Nepal,Dharan,2011,Census - de jure - complete tabulation,119915
Nepal,KATHMANDU,2001,Census - de jure - complete tabulation,671846
Nepal,KATHMANDU,2011,Census - de jure - complete tabulation,1003285
Nepal,Lalitpur,2001,Census - de jure - complete tabulation,162991
Nepal,Lalitpur,2011,Census - de jure - complete tabulation,226728
Nepal,Pokhara,2001,Census - de jure - complete tabulation,156312
Nepal,Pokhara,2011,Census - de jure - complete tabulation,264991
Netherlands,Almere,2003,Estimate - de jure,165106
Netherlands,Almere,2005,Estimate - de jure,175007
Netherlands,Almere,2006,Estimate - de jure,178466
Netherlands,Almere,2007,Estimate - de jure,180924
Netherlands,Almere,2008,Estimate - de jure,183270
Netherlands,Almere,2009,Estimate - de jure,185746
Netherlands,Almere,2010,Estimate - de jure,188160
Netherlands,Almere,2011,Estimate - de jure,190655
Netherlands,Amersfoort,2003,Estimate - de jure,131221
Netherlands,Amersfoort,2005,Estimate - de jure,134906
Netherlands,Amersfoort,2006,Estimate - de jure,136999
Netherlands,Amersfoort,2007,Estimate - de jure,139054
Netherlands,Amersfoort,2008,Estimate - de jure,141211
Netherlands,Amersfoort,2009,Estimate - de jure,143212
Netherlands,Amersfoort,2010,Estimate - de jure,144862
Netherlands,Amersfoort,2011,Estimate - de jure,146592
Netherlands,AMSTERDAM,2003,Estimate - de jure,736562
Netherlands,AMSTERDAM,2005,Estimate - de jure,742783
Netherlands,AMSTERDAM,2006,Estimate - de jure,743079
Netherlands,AMSTERDAM,2007,Estimate - de jure,742884
Netherlands,AMSTERDAM,2008,Estimate - de jure,747093
Netherlands,AMSTERDAM,2009,Estimate - de jure,755605
Netherlands,AMSTERDAM,2010,Estimate - de jure,767457
Netherlands,AMSTERDAM,2011,Estimate - de jure,779808
Netherlands,Apeldoorn,2003,Estimate - de jure,155741
Netherlands,Apeldoorn,2005,Estimate - de jure,156064
Netherlands,Apeldoorn,2006,Estimate - de jure,156051
Netherlands,Apeldoorn,2007,Estimate - de jure,155564
Netherlands,Apeldoorn,2008,Estimate - de jure,155108
Netherlands,Apeldoorn,2009,Estimate - de jure,155332
Netherlands,Apeldoorn,2010,Estimate - de jure,155726
Netherlands,Arnhem,2003,Estimate - de jure,141528
Netherlands,Arnhem,2005,Estimate - de jure,141321
Netherlands,Arnhem,2006,Estimate - de jure,142195
Netherlands,Arnhem,2007,Estimate - de jure,142569
Netherlands,Arnhem,2008,Estimate - de jure,143582
Netherlands,Arnhem,2009,Estimate - de jure,145574
Netherlands,Arnhem,2010,Estimate - de jure,147018
Netherlands,Arnhem,2011,Estimate - de jure,148070
Netherlands,Breda,2003,Estimate - de jure,164397
Netherlands,Breda,2005,Estimate - de jure,168054
Netherlands,Breda,2006,Estimate - de jure,169709
Netherlands,Breda,2007,Estimate - de jure,170349
Netherlands,Breda,2008,Estimate - de jure,170960
Netherlands,Breda,2009,Estimate - de jure,171916
Netherlands,Breda,2010,Estimate - de jure,173299
Netherlands,Breda,2011,Estimate - de jure,174599
Netherlands,Dordrecht,2003,Estimate - de jure,120043
Netherlands,Dordrecht,2005,Estimate - de jure,119263
Netherlands,Dordrecht,2006,Estimate - de jure,118821
Netherlands,Dordrecht,2007,Estimate - de jure,118541
Netherlands,Dordrecht,2008,Estimate - de jure,118182
Netherlands,Dordrecht,2009,Estimate - de jure,118408
Netherlands,Dordrecht,2010,Estimate - de jure,118480
Netherlands,Dordrecht,2011,Estimate - de jure,118810
Netherlands,Ede,2003,Estimate - de jure,104771
Netherlands,Ede,2005,Estimate - de jure,106416
Netherlands,Ede,2006,Estimate - de jure,107048
Netherlands,Ede,2007,Estimate - de jure,107500
Netherlands,Ede,2008,Estimate - de jure,107686
